ID	GeneID	MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
16150	ENSG00000181458.10	0.823	0.708	0.771	0.932	0.97	1
73349	ENSG00000145216.15	0.619	0.466	0.583	0.426	0.417	0.335
60502	ENSG00000015153.14	1	0.818	1	0.68	0.5	1
58695	ENSG00000237187.8	1	1	1	0.545	0.59	1
29232	ENSG00000136828.18	0.93	0.713	0.779	0.888	1	1
6231	ENSG00000132670.20	0.867	0.967	0.808	0.691	0.732	0.744
39270	ENSG00000168813.16	0.56	0.747	0.634	0.805	0.844	0.933
44339	ENSG00000247240.7	1	1	1	0.732	0.606	0.804
49810	ENSG00000123411.14	0.368	0.162	1	1	1	0.368
57674	ENSG00000172590.18	0.651	0.668	0.489	0.223	0.315	0.187
46395	ENSG00000268750.6	0.645	1	0.762	1	1	1
55694	ENSG00000095485.16	1	1	1	0.948	0.694	0.911
60491	ENSG00000153201.15	0.672	1	0.797	1	0.943	1
40551	ENSG00000204120.14	0.814	0.931	0.851	1	0.952	1
67307	ENSG00000215256.3	0.764	0.455	0.745	1	1	0.604
64984	ENSG00000153214.9	0.726	0.845	0.861	1	0.888	1
17546	ENSG00000237765.6	0.14	0.41	0.152	0.014	0.018	0.152
81421	ENSG00000108515.17	0.282	0.183	0.199	0.138	0.088	0.02
76743	ENSG00000102225.15	0.021	0.285	0.233	0.498	0.313	0.567
33074	ENSG00000197275.13	0.407	0.507	1	0	0	0.578
61460	ENSG00000119688.20	0.889	0.892	1	0.782	0.787	0.727
74634	ENSG00000121067.17	0.074	0.065	0.112	0.181	0.249	0.177
10182	ENSG00000275111.4	0.712	0.522	0.803	0.883	0.9	1
56919	ENSG00000205336.11	1	0.913	0.696	0.683	0.659	0.314
75256	ENSG00000144935.14	0.36	0.292	0.527	0.076	0.104	0.248
19478	ENSG00000092871.16	0.617	0.675	0.763	0.899	0.708	0.963
33866	ENSG00000129315.10	1	0.931	0.975	0.854	0.926	0.776
14491	ENSG00000180758.11	0.361	0.253	0.404	1	0.253	1
66932	ENSG00000175634.14	0.149	0.087	0.141	0.337	0.51	0.197
63651	ENSG00000103148.15	0.502	0.615	0.616	0.806	0.796	0.749
13338	ENSG00000168769.13	1	1	0.872	0.896	0.793	0.742
54810	ENSG00000163703.17	0.465	0.603	0.363	0.161	0.279	0.304
30047	ENSG00000204852.15	0.498	0.373	0.704	0.149	0.058	0.309
22973	ENSG00000160767.20	0.105	0.37	0.638	0	0	0.227
74865	ENSG00000175105.6	1	1	1	0.931	0.836	0.643
73417	ENSG00000166435.15	0.783	1	1	0.756	0.34	0.436
30827	ENSG00000166169.16	0.963	0.963	0.91	0.717	0.774	0.786
52041	ENSG00000151090.17	0	0	0.289	0.549	0.363	0.289
27631	ENSG00000172766.18	0.743	1	1	0.677	0.778	0.794
14741	ENSG00000215067.9	0.218	0.218	0.095	0.03	0	0
52022	ENSG00000163660.11	0.647	0.544	0.549	0.406	0.382	0.484
74789	ENSG00000138688.15	0.576	0.618	0.48	0.916	0.814	0.814
65108	ENSG00000137312.14	0.934	0.786	1	0.453	0.39	1
75624	ENSG00000029153.14	0.182	0.204	0.545	0	0	0.319
78728	ENSG00000137814.10	0.793	0.733	0.883	0.974	0.927	0.911
72125	ENSG00000151150.21	1	1	1	0.926	0.726	0.991
53698	ENSG00000184083.11	1	1	1	0.837	0.736	1
15502	ENSG00000108433.16	0.924	1	0.936	0.857	0.78	0.889
6809	ENSG00000257621.7	0.168	0.108	0.104	0.027	0.019	0.027
57876	ENSG00000176261.15	0.107	0.275	0.02	0.049	0.018	0.022
66326	ENSG00000085274.15	0.302	0.497	0.316	0.078	0.116	0.319
31613	ENSG00000196911.10	0.908	0.908	0.861	1	1	0.98
30743	ENSG00000223705.9	0	0	0	0.141	0.475	0.153
73753	ENSG00000105136.20	0	0	0	0.418	0.223	0.324
14142	ENSG00000100227.17	0.374	0.599	0.653	0.806	0.653	0.855
41151	ENSG00000139620.12	0.946	0.874	0.89	0.604	0.882	0.545
19293	ENSG00000137486.16	0.11	0.095	0.029	0.145	0.227	0.346
56600	ENSG00000182389.19	0.769	0.682	0.636	1	0.84	1
3883	ENSG00000122481.16	0.982	0.955	0.967	0.883	0.794	0.806
1360	ENSG00000187097.12	0.827	0.897	0.82	0.932	1	0.948
62576	ENSG00000121753.12	0.825	0.782	0.712	0.969	0.926	1
4770	ENSG00000174796.12	1	0.965	1	0.914	0.756	0.907
57019	ENSG00000182541.17	0.957	1	0.935	0.609	0.778	1
68652	ENSG00000183354.11	0	0	0.11	0.115	0.136	0.233
6616	ENSG00000139631.18	0.847	0.481	0.874	0.354	0.389	0.104
18274	ENSG00000163913.11	0.264	0.281	0.531	0.601	0.85	0.819
47811	ENSG00000119729.11	0.665	0.447	0.69	0.932	0.94	0.723
73181	ENSG00000119139.17	0.941	1	0.947	1	0.624	0.703
56459	ENSG00000166225.8	0	0	0	0.068	0.145	0.338
71502	ENSG00000112851.14	0.473	0.31	0.541	1	1	0.642
78045	ENSG00000196954.13	0.756	0.784	0.68	0.651	1	1
48188	ENSG00000178188.14	0.851	1	0.811	1	1	1
20331	ENSG00000131015.4	1	1	1	0.674	0.877	1
74317	ENSG00000116852.14	1	0	1	0.418	0	0.418
45567	ENSG00000090006.17	0.925	0.842	0.902	0.608	0.79	0.794
67601	ENSG00000109113.18	0.934	0.734	0.977	1	1	1
57618	ENSG00000105426.16	0.355	0.328	0.189	0.551	0.554	0.543
8756	ENSG00000162976.12	0.026	0.027	0.165	0.291	0.315	0.463
51212	ENSG00000171469.10	0.24	0.163	0.136	0.081	0.036	0.108
67183	ENSG00000126790.11	1	0.68	0.874	0.47	0.664	0.615
62539	ENSG00000280987.4	0.831	0.749	0.868	0.556	0.592	0.703
41349	ENSG00000186522.14	0.747	0.933	0.853	0.928	1	0.965
21857	ENSG00000133422.12	0.811	1	0.704	0.192	0.388	0.323
4352	ENSG00000090905.18	1	1	1	0.863	0.965	0.857
57797	ENSG00000221926.11	1	0.88	1	0.844	0.791	0.852
67600	ENSG00000109113.18	0.934	0.742	0.978	1	1	1
57796	ENSG00000221926.11	1	0	1	0	0	0.269
851	ENSG00000118894.14	0.054	0.095	0.073	0.195	0.277	0.413
59220	ENSG00000153310.19	0.732	0.719	0.791	0.92	0.943	0.851
4839	ENSG00000263766.5	0.356	0.216	0.479	1	1	0.624
58561	ENSG00000139173.9	0.579	0.6	0.714	0.901	0.971	0.875
5891	ENSG00000163517.14	1	0.409	0.315	1	0.48	1
10390	ENSG00000105483.17	0.898	0.951	0.933	0.785	0.768	0.797
48940	ENSG00000080845.17	0.027	0	0.049	0.082	0.085	0.247
67592	ENSG00000109113.18	0.934	0.746	0.977	1	1	1
77841	ENSG00000165948.10	0.451	0.346	0.413	0.046	0.071	0.298
54380	ENSG00000111799.20	0.788	0.837	0.884	1	1	0.908
58630	ENSG00000127452.8	0.953	1	1	0.822	0.846	0.864
7136	ENSG00000164037.16	0.197	0	0.076	0.356	0.425	0.425
6432	ENSG00000182718.16	0.307	0.382	0.726	0.062	0.15	0.117
17467	ENSG00000125826.20	0.973	1	1	0.908	0.922	0.783
33205	ENSG00000276291.5	0.972	0.966	0.851	0.824	0.793	0.677
18958	ENSG00000005801.16	0.217	0.357	0.357	1	1	0.667
56677	ENSG00000176623.11	0.65	0.737	0.738	0.789	0.878	0.799
68523	ENSG00000171307.18	0.099	1	0.277	0.697	0.605	1
12794	ENSG00000178927.17	0.69	0.767	0.686	0.912	0.852	0.932
28778	ENSG00000198920.9	1	1	1	0.769	0.912	0.946
71028	ENSG00000185880.12	1	1	1	0.78	0.789	1
60525	ENSG00000177119.15	0.616	0.727	0.756	0.856	0.813	0.874
74740	ENSG00000169155.9	0.372	0.473	0.482	0.692	0.692	0.629
19939	ENSG00000106638.15	0.087	0	0.141	0.305	0.291	0.295
49429	ENSG00000171055.14	0.827	0.8	0.609	0.121	0.479	0.479
17966	ENSG00000159023.19	0.688	0.795	0.807	1	0.754	0.956
34795	ENSG00000163818.16	1	0.963	1	0.846	0.775	0.934
63422	ENSG00000182150.15	0.521	0.338	0.162	0.093	0.124	0.117
70683	ENSG00000101187.15	0.863	0.876	0.371	0.282	0	0.297
25740	ENSG00000077380.15	0.818	0.904	1	0.917	0.677	0.473
49416	ENSG00000198298.12	0.728	1	0.63	1	1	0.849
41653	ENSG00000164162.12	1	1	1	0	0.224	1
48187	ENSG00000178188.14	1	1	1	0.829	0.837	0.947
17669	ENSG00000160191.17	0.682	0.826	0.72	0.407	0.581	0.396
36487	ENSG00000278259.4	0.041	0.014	0.031	0.1	0.2	0.106
77179	ENSG00000197619.13	0.131	0.172	0.153	0.47	0.42	0.293
25176	ENSG00000146063.19	0.826	0.929	0.749	0.899	1	1
34070	ENSG00000123349.13	0.058	0.038	0.047	0.093	0.32	0.106
42225	ENSG00000156171.14	0	0	0	0.107	0.05	0.566
15585	ENSG00000100731.15	0.607	0.444	0.632	0.337	0.265	0.132
31829	ENSG00000197798.8	0.073	0.073	0.168	0.378	0.378	0.44
22367	ENSG00000109618.11	0.202	0.123	0.297	0	0.04	0
72524	ENSG00000082458.11	1	1	0.923	0.756	0.914	0.809
76980	ENSG00000123415.15	1	1	0.616	0.286	1	0
29412	ENSG00000149657.19	0.529	0.693	0.63	0.887	0.866	0.738
14365	ENSG00000126883.16	0	1	0	0.691	1	1
74782	ENSG00000115977.18	0	0.169	0	0.434	0.277	0.405
52061	ENSG00000196187.11	0.812	0.907	0.913	1	0.969	1
32629	ENSG00000112584.13	0.832	0.958	0.85	0.964	1	1
36367	ENSG00000102710.19	0.492	0.595	0.612	0.851	0.737	0.731
54133	ENSG00000114956.19	0.92	0.847	0.741	0.944	0.875	0.993
49813	ENSG00000123411.14	0.436	0.147	1	1	1	0.607
17538	ENSG00000104756.15	0.898	0.875	0.766	0.474	0.331	0.73
31234	ENSG00000096070.19	1	1	1	0.798	0.673	0.739
4687	ENSG00000276234.4	1	1	1	0.917	0.874	0.874
37837	ENSG00000107614.21	0.861	1	1	0.298	0.674	1
43753	ENSG00000103145.10	0.408	0.465	0.527	0.656	0.656	0.927
16054	ENSG00000256053.7	0.214	0.253	0.162	0.038	0.019	0.019
26788	ENSG00000240184.6	1	1	0.283	0.537	0.589	0.538
52220	ENSG00000242086.8	0.184	0.116	0.245	0.27	0.575	0.503
56460	ENSG00000166225.8	0.059	0	0.034	0.094	0.161	0.145
29530	ENSG00000136247.14	0.379	0.431	0.283	0.134	0.083	0.344
49414	ENSG00000198298.12	0.698	1	0.618	1	1	0.815
64981	ENSG00000153214.9	0.802	0.872	0.889	1	0.926	1
43853	ENSG00000169359.13	1	1	1	0.758	0.951	0.941
34679	ENSG00000089775.11	0.023	0	0.154	0.298	0	0.304
68859	ENSG00000111725.10	0.084	0.176	0.313	0.016	0.057	0.044
35967	ENSG00000156990.14	0.949	0.98	0.949	0.858	0.848	0.763
77835	ENSG00000165948.10	0.448	0.258	0.411	0.042	0.07	0.258
76580	ENSG00000135540.11	0.697	0.43	1	0.301	0.154	0.244
52559	ENSG00000081377.16	0.453	0.257	0.465	0.675	0.628	0.697
80100	ENSG00000131591.17	0.337	1	0.233	0	0	0.337
48137	ENSG00000204842.14	0.907	0.895	0.981	0.628	0.428	0.945
80889	ENSG00000187735.13	0	0.119	0	0.145	0.253	0.504
54332	ENSG00000198715.11	0.788	0.847	1	1	1	1
36661	ENSG00000183889.12	1	1	0.21	0.57	0.65	0.21
13916	ENSG00000196182.10	0.387	0.353	0.231	0.127	0.074	0.3
71186	ENSG00000213906.9	0.575	1	0.709	1	1	1
59187	ENSG00000224078.13	0.827	0.742	1	0.489	1	0.509
75680	ENSG00000188283.11	0.21	0.544	0.582	0.642	0.871	1
22907	ENSG00000158161.15	0.356	0.393	0.389	0.195	0.253	0.264
47696	ENSG00000005810.17	0	0	0	0.058	0.142	0.213
59917	ENSG00000182359.14	0.94	0.886	0.822	0.619	0.836	0.714
14146	ENSG00000100227.17	0.192	0.372	0.425	0.632	0.422	0.723
48589	ENSG00000143110.11	0.182	1	0.308	0.471	1	1
23850	ENSG00000147202.17	0.653	0.879	0.849	1	1	0.91
15826	ENSG00000112739.16	0.801	0.675	0.621	0.789	0.853	0.908
67593	ENSG00000109113.18	0.933	0.782	0.981	1	1	1
11089	ENSG00000154743.17	0.799	0.756	0.749	1	0.823	1
51708	ENSG00000177728.16	0.425	0.143	0.201	0.04	0.061	0.163
45953	ENSG00000102606.17	0.894	0.513	0.858	0.966	0.925	0.988
71153	ENSG00000182979.17	0.942	1	1	0.855	0.754	1
54199	ENSG00000136161.12	0	0	0.201	0.251	0.167	0.201
71766	ENSG00000164828.17	0.738	0.893	0.782	0.925	0.868	0.986
77764	ENSG00000016864.18	0.724	0.676	0.673	0.617	0.48	0.367
30009	ENSG00000104312.7	0.296	0.476	0.609	0.821	0.579	0.891
10463	ENSG00000054282.15	0.047	0.072	0.1	0.38	0.118	0.238
38324	ENSG00000106077.18	1	1	1	0.817	0.858	0.745
75263	ENSG00000144935.14	0.961	0.96	0.932	0.807	0.747	0.908
64715	ENSG00000144741.17	0.741	0.719	0.653	0.217	0.123	0.684
12261	ENSG00000152952.11	0.371	0.517	0.559	0.664	0.582	0.74
60721	ENSG00000151923.17	0.179	0.245	0.233	0.512	0.648	0.25
19357	ENSG00000138658.15	0.937	0.972	0.926	0.764	0.747	0.89
28588	ENSG00000119242.8	0.616	0.866	0.851	0.977	0.871	0.964
39607	ENSG00000179950.13	0.594	0.679	0.641	0.794	0.867	0.936
43031	ENSG00000051341.13	1	0.973	0.947	0.666	1	0.882
15915	ENSG00000205581.10	0.82	0.835	0.741	0.426	0.652	0.594
13918	ENSG00000196182.10	0.326	0.314	0.201	0.093	0.073	0.276
61412	ENSG00000219626.8	0.197	0.242	0.276	0.752	0.709	0.313
66165	ENSG00000073921.17	0.795	0.934	0.854	0.784	0.673	0.674
2622	ENSG00000273000.5	0.668	0.791	0.825	0.531	0.306	0.361
48848	ENSG00000148950.9	0	0.514	0.209	1	0	1
76873	ENSG00000162086.14	0.866	0.815	0.822	0.657	0.647	0.531
44732	ENSG00000102967.11	1	1	1	0.895	0.897	0.752
75556	ENSG00000011258.15	0.635	0.806	0.889	0.975	0.925	0.964
29413	ENSG00000149657.19	0.617	0.829	0.93	1	1	0.847
66231	ENSG00000049323.15	0.869	0.855	0.726	0.217	0.307	0.799
24913	ENSG00000121417.13	0.923	1	1	0.556	0.822	0.773
55754	ENSG00000066468.22	0.166	0.166	0.676	0.826	1	0.799
33384	ENSG00000134815.18	0.444	0.588	0.677	0.632	1	1
6661	ENSG00000137434.11	1	1	1	0.931	0.815	0.904
44012	ENSG00000072310.16	0.504	0.513	0.599	0.105	0.345	0.26
22979	ENSG00000160767.20	0.522	0.462	0.601	0.683	0.868	0.754
7347	ENSG00000119185.12	0.587	0.525	0.416	0.154	0.24	0.278
32752	ENSG00000151849.14	0	1	0	1	1	1
54221	ENSG00000127511.9	0.105	0.125	0.15	0.315	0.254	0.304
3313	ENSG00000163939.18	0.305	0.369	0.51	0.107	0.04	0.18
32648	ENSG00000135446.16	1	1	1	0.575	0.575	0.53
5312	ENSG00000075234.16	0.4	0.184	0.118	0.052	0.069	0.077
6487	ENSG00000168958.19	0.733	0.826	0.798	0.474	0.647	0.685
57807	ENSG00000087586.17	0.555	0.722	0.54	0.4	0.311	0.424
77003	ENSG00000197128.11	0.569	0.799	0.274	1	1	0.607
54842	ENSG00000088854.12	0.749	0.802	0.911	1	1	0.969
70980	ENSG00000134864.10	0.107	0.161	0.138	0	0	0.039
58035	ENSG00000122687.17	0.213	0.309	0.308	0.453	0.49	0.378
36471	ENSG00000107968.9	0.502	0.837	0.697	1	1	0.707
57513	ENSG00000162994.15	0.73	1	0.883	0.73	0.387	0.812
3640	ENSG00000196132.11	0	1	0	1	0.64	0
42647	ENSG00000065717.14	0.854	0.893	0.78	1	1	1
10389	ENSG00000105483.17	0.559	1	1	0.628	0.628	0.628
36483	ENSG00000278259.4	0.169	0.224	0.199	0.07	0.119	0.062
49548	ENSG00000157625.15	1	1	0.934	0.887	0.786	0.867
63167	ENSG00000076928.17	0.86	0.889	0.819	0.945	1	1
8203	ENSG00000122643.18	0.166	0.392	0.156	0.454	0.55	0.501
59687	ENSG00000183765.20	0.964	0.956	0.88	0.826	0.85	0.808
33875	ENSG00000150995.18	0.121	0.508	0.674	0.775	1	0.58
20801	ENSG00000163596.16	1	0.261	1	0.227	0.181	0
10201	ENSG00000140995.16	0.023	0	0	0.036	0.214	0.312
31123	ENSG00000165304.7	0.59	0.686	0.652	0.796	0.709	0.85
59084	ENSG00000165490.12	0.931	0.977	1	0.708	0.816	1
39404	ENSG00000057663.14	0.84	0.857	0.878	0.768	0.682	0.728
33252	ENSG00000072609.17	1	1	1	0.884	0.879	0.897
4738	ENSG00000065457.10	1	1	0.889	0.771	0.748	1
23995	ENSG00000126777.17	0.486	0.526	0.501	0.422	0.222	0.207
17548	ENSG00000237765.6	0.101	0.347	0.126	0.017	0.021	0.103
41190	ENSG00000140905.10	1	1	1	0.636	0.368	0.576
20817	ENSG00000275066.4	0.956	0.899	0.823	1	1	1
71260	ENSG00000119004.15	0.747	0.893	1	0.633	0.483	0.836
17802	ENSG00000142459.8	0.188	0.285	0.177	0.534	0.55	0.324
31011	ENSG00000140153.17	0.22	0.308	0.163	0.098	0.023	0.047
38509	ENSG00000111801.15	0.838	0.603	0.612	0.932	0.966	0.843
6479	ENSG00000168958.19	0.863	0.802	0.842	0.643	0.645	0.799
5207	ENSG00000132423.11	0.101	0.108	0.171	0	0	0.06
55871	ENSG00000119699.7	0	0	0.071	0.084	0.058	0.314
10797	ENSG00000198858.9	0.839	0.755	0.752	0.915	0.922	1
61961	ENSG00000128656.13	0	0	0	0.087	0.032	0.294
63628	ENSG00000130734.9	1	0.724	1	0.694	0.475	1
23378	ENSG00000169379.15	1	0.403	1	0.783	0.07	0.311
71202	ENSG00000150433.9	0.624	0.567	0.524	0.759	0.875	1
23752	ENSG00000163702.18	0.665	0.921	0.895	1	0.937	1
69281	ENSG00000178904.18	0.344	0.472	0.56	0.263	0.199	0.312
79547	ENSG00000134283.17	0.721	0.663	0.618	0.399	0.482	0.598
14595	ENSG00000197978.9	0	0.046	0.182	0.273	0.422	0.556
15284	ENSG00000162298.18	0.826	0.725	0.848	0.9	1	1
27636	ENSG00000172766.18	0.831	1	1	0.831	0.849	0.833
4145	ENSG00000090554.12	0.589	1	0.782	1	1	1
61978	ENSG00000248161.5	0.387	0.202	0.296	0.669	0.82	1
10197	ENSG00000140995.16	0.023	0	0	0.036	0.211	0.308
25962	ENSG00000139644.12	0.058	0	0	0.217	0	0.27
56801	ENSG00000141644.17	1	0.959	0.898	0.689	0.88	0.915
53132	ENSG00000229180.6	0.656	0.687	0.619	0.51	0.377	0.522
56926	ENSG00000205336.11	1	0.89	0.693	0.644	0.61	0
63411	ENSG00000205981.6	0.3	0.364	0.299	0.13	0.028	0.211
52287	ENSG00000066279.17	0.61	0.572	0.703	0.712	0.762	0.781
37350	ENSG00000132950.18	1	1	1	0.885	0.794	0.928
13400	ENSG00000161010.14	0.18	0.157	0.2	0.039	0.085	0.089
26254	ENSG00000119523.9	0.596	0.529	0.647	0.279	0.254	0.484
54190	ENSG00000118518.15	0.277	0.107	0.087	0.374	0.418	0.913
17694	ENSG00000250802.6	1	1	0.54	0.342	1	0.369
16162	ENSG00000144504.15	0.028	0	0	0.275	0.363	0.275
80446	ENSG00000156374.14	0.926	0.804	0.784	0.862	1	1
74316	ENSG00000123358.19	0.391	0.563	0.155	1	1	0.524
48965	ENSG00000117410.13	0.776	0.902	0.608	0.94	0.924	0.929
3856	ENSG00000066629.16	1	1	1	0.864	0.962	0.751
30094	ENSG00000157800.17	0.957	0.945	0.941	0.751	0.813	0.945
462	ENSG00000169762.16	0.88	0.772	0.762	0.977	0.929	0.984
43927	ENSG00000167863.11	0.557	0.517	0.597	0.856	0.847	0.816
74969	ENSG00000112290.12	1	1	1	0.71	1	0.792
70503	ENSG00000100523.14	0.751	0.837	0.644	0.967	0.935	0.871
51391	ENSG00000182400.14	0.864	0.89	0.894	0.747	0.733	0.814
78666	ENSG00000088448.14	0.489	0.193	0.193	0.782	0.782	0.689
35017	ENSG00000119636.15	0	1	0	0.438	0.467	1
37494	ENSG00000122085.16	0.885	0.846	0.864	0.634	0.687	0.814
38637	ENSG00000106868.16	0	0	0	0.082	0.08	0.168
56955	ENSG00000163798.13	0.728	0.937	0.812	1	1	1
63523	ENSG00000069869.15	0.357	1	1	0.66	0.526	0.217
67184	ENSG00000126790.11	0.399	0.275	0.38	0.096	0.206	0.134
6594	ENSG00000130731.15	0.622	0.459	0.746	0.829	1	0.832
26979	ENSG00000167130.17	0.924	1	0.927	0.869	0.757	0.922
42237	ENSG00000162642.13	0.873	0.742	0.802	0.574	0.711	0.444
73188	ENSG00000102383.13	0.43	0.685	0.644	0.883	0.959	0.918
58910	ENSG00000130921.7	1	0.933	0.937	0.908	0.849	0.755
12298	ENSG00000273066.5	1	1	0.841	0.633	0.879	0.708
51512	ENSG00000230724.9	1	1	0.6	0	1	0
61440	ENSG00000119688.20	0.809	0.696	0.956	1	1	0.977
57278	ENSG00000198176.12	0.882	0.82	0.872	0.725	0.727	0.733
57798	ENSG00000221926.11	0.661	0.549	1	0.289	0.218	0.494
76592	ENSG00000136098.16	0.25	0.25	0.4	0.898	0.741	0.769
45715	ENSG00000188266.13	0.731	0.877	0.947	1	1	0.922
9313	ENSG00000101974.14	0	0.022	0.013	0.07	0.211	0.087
8291	ENSG00000088367.21	0.903	0.892	0.658	0.508	0.256	0.364
4722	ENSG00000242125.3	1	0.999	1	1	1	0.481
11542	ENSG00000204576.11	0.483	0.479	0.323	0.085	0.257	0.318
4156	ENSG00000182919.14	0.485	0.35	0.376	0.079	0.142	0.27
53171	ENSG00000111271.14	0.966	1	1	0.975	0.825	0.843
9124	ENSG00000152348.15	1	0.936	0.96	0.958	0.626	0.842
66514	ENSG00000239445.5	0.336	0.275	0.302	0.686	0.627	0.752
68988	ENSG00000102897.9	1	1	1	0.707	0.751	0.878
7123	ENSG00000132781.17	1	1	1	0.679	0.413	1
16830	ENSG00000147586.9	0.101	0.032	0.131	0.149	0.331	0.398
65941	ENSG00000100802.14	0.358	0.157	0.834	0.358	1	1
67591	ENSG00000109113.18	0.93	0.827	0.865	1	1	1
46989	ENSG00000189050.15	1	0.861	0.964	0.531	0.725	0.825
69803	ENSG00000140987.19	1	0.785	0.911	0.561	0.536	0.785
26454	ENSG00000123200.16	0.24	0.322	0.388	0.388	0	0
62250	ENSG00000254469.7	1	1	1	0.857	0.849	0.709
66310	ENSG00000086758.15	0.55	0.493	0.492	0.251	0.267	0.397
37968	ENSG00000148516.21	1	0.869	0.732	0.501	0.652	1
57745	ENSG00000007541.16	0.407	0.451	0.698	0.861	0.382	1
55755	ENSG00000066468.22	0.56	0.266	0.71	0.894	1	0.876
46590	ENSG00000065809.13	0.376	0.231	0	0.265	0.256	0.691
58111	ENSG00000214021.15	0.715	0.921	0.862	1	1	0.807
17757	ENSG00000075711.20	0.346	0.499	0.442	0.227	0.117	0.393
20011	ENSG00000105655.18	0.64	0.276	0.589	0.276	1	1
52208	ENSG00000143624.13	0.873	0.616	0.856	1	1	1
32516	ENSG00000109771.15	1	1	1	0.227	0.841	1
61451	ENSG00000119688.20	0.648	0.707	0.778	0.933	0.933	1
27475	ENSG00000183077.15	0.274	0.224	0.29	0.033	0	0.167
8233	ENSG00000110274.15	0.312	0.312	0.385	0.475	0.565	0.614
35811	ENSG00000135541.20	0	0.171	0.166	0.593	0.288	0.437
78521	ENSG00000152127.8	1	1	0.862	0.843	0.592	0.309
76097	ENSG00000225697.12	0.752	0.618	0.715	0.79	1	1
22708	ENSG00000092020.10	0.746	0.917	0.911	0.947	1	0.962
36649	ENSG00000168137.15	0.659	0.683	0.671	0.806	0.853	0.833
30823	ENSG00000166169.16	0.95	0.957	0.916	0.687	0.78	0.82
52750	ENSG00000196511.14	0.038	0.05	0.213	0.322	0.432	1
49037	ENSG00000223891.5	1	1	0.893	0.776	0.41	1
14804	ENSG00000126249.7	0.803	0.772	0.855	1	1	1
23294	ENSG00000198836.8	1	0.519	1	0	0	1
5784	ENSG00000186566.12	0.022	0.115	0.025	0.137	0.31	0.122
28113	ENSG00000135596.17	1	1	0.964	0.924	0.836	0.809
3055	ENSG00000231889.7	0.153	0	0.42	0.42	0.42	0.685
12802	ENSG00000178927.17	0.5	0.444	0.438	0.769	0.663	0.863
67619	ENSG00000172775.16	0.269	0.288	0.249	0.444	0.479	0.332
73135	ENSG00000089057.14	0.738	0.802	0.864	1	0.875	0.971
68532	ENSG00000171307.18	0.263	1	0.556	0.811	0.833	1
62245	ENSG00000254469.7	0.321	0.424	0.321	0	0.128	0.155
19360	ENSG00000138658.15	0.833	0.843	0.895	0.956	1	0.931
45931	ENSG00000204604.9	0.491	0.313	0.26	0.19	0.042	0.19
8549	ENSG00000101574.14	0.981	0.97	1	0.872	0.874	0.864
19266	ENSG00000157193.15	0.379	0.421	0.313	0.535	0.449	0.58
34931	ENSG00000114126.17	0.961	0.899	0.881	0.725	0.772	0.812
43764	ENSG00000259520.5	0.346	0.515	0.105	0.105	0	0
24132	ENSG00000148660.20	0.262	0.06	0.203	0.463	0.328	0.396
11539	ENSG00000204576.11	0.345	0.475	0.662	0.729	0.808	0.737
75564	ENSG00000011258.15	0.926	0.754	0.912	0.975	0.975	1
71762	ENSG00000164828.17	0.464	0.938	0.824	0.912	0.926	1
26229	ENSG00000005889.15	0.229	0.322	0.587	0.883	0.895	0.573
34191	ENSG00000115568.15	0.231	0.311	0.759	0.878	0.693	0.921
48440	ENSG00000215908.10	0.599	0.405	0.541	0.919	0.857	0.644
30785	ENSG00000188878.19	0.787	1	0.876	0.437	0.738	0.559
20769	ENSG00000119661.14	0.168	0.211	0.25	0.073	0.073	0.13
71400	ENSG00000135912.10	0.807	0.879	0.914	1	1	1
3178	ENSG00000090097.21	0.075	1	0.549	1	1	0.725
49070	ENSG00000126214.21	0.346	0.398	0.436	0.125	0.144	0.168
44426	ENSG00000112759.16	0.685	0.842	0.871	1	1	1
51339	ENSG00000188343.12	0.911	0.898	0.871	0.804	0.724	0.778
51969	ENSG00000006837.11	0.734	1	0.812	0.765	0.734	0.483
28916	ENSG00000054118.13	0.18	0	0	0.158	0.107	0.568
18494	ENSG00000100109.16	0.072	0.053	0.104	0.237	0.251	0.123
57547	ENSG00000196781.14	1	0.854	1	0.594	0.687	1
48097	ENSG00000035115.21	0.217	0.196	0.369	0.076	0.071	0.187
45501	ENSG00000130803.14	0.968	0.964	0.961	0.793	0.976	0.781
16868	ENSG00000130511.15	0.053	0.043	0.061	0.172	0.147	0.267
17544	ENSG00000104756.15	0.881	0.847	0.735	0.438	0.341	0.714
41191	ENSG00000140905.10	0	0	1	1	0.127	1
19435	ENSG00000173846.12	0.867	0.723	0.753	1	1	1
59619	ENSG00000140006.11	0.154	0.309	0.107	0.101	0.02	0.056
4056	ENSG00000084676.15	1	0.844	0.936	0.656	0.87	0.741
76742	ENSG00000102225.15	0.025	0.216	0.155	0.412	0.167	0.553
13394	ENSG00000161010.14	1	1	0.893	0.357	0.455	1
126	ENSG00000186088.15	0.855	0.879	0.869	0.964	0.971	1
81144	ENSG00000216937.13	0.913	0.857	0.79	1	1	1
30255	ENSG00000100330.15	0.874	0.742	0.792	0.953	0.908	0.946
29476	ENSG00000169126.15	0.264	0.273	0.355	1	1	0
32666	ENSG00000171824.13	0.886	0.918	0.786	1	1	1
73413	ENSG00000166435.15	1	0.698	0.366	1	0.802	1
22698	ENSG00000092020.10	0.681	0.872	0.841	0.927	1	0.937
